Source,Target,Type,Id,Label,timeset,Weight,pn
ASV0360,ASV0521,Undirected,452,NA,NA,1.75676,p
ASV0360,ASV0523,Undirected,453,NA,NA,1.971704,p
ASV0360,ASV0777,Undirected,454,NA,NA,1.9819,p
ASV0360,ASV0829,Undirected,455,NA,NA,1.985286,p
ASV0360,ASV0857,Undirected,456,NA,NA,1.986425,p
ASV0360,ASV0873,Undirected,457,NA,NA,1.959276,p
ASV0360,ASV1023,Undirected,458,NA,NA,1.99095,p
ASV0360,ASV1131,Undirected,459,NA,NA,1.600598,p
ASV0360,ASV1218,Undirected,460,NA,NA,1.810044,p
ASV0360,ASV1264,Undirected,461,NA,NA,1.814186,p
ASV0360,ASV1297,Undirected,462,NA,NA,1.964913,p
ASV0360,ASV1298,Undirected,463,NA,NA,1.976231,p
ASV0360,ASV1321,Undirected,464,NA,NA,1.985286,p
ASV0360,ASV1548,Undirected,465,NA,NA,1.986425,p
ASV0360,ASV1596,Undirected,466,NA,NA,1.683797,p
ASV0360,ASV1718,Undirected,467,NA,NA,1.964913,p
ASV0360,ASV1754,Undirected,468,NA,NA,1.818328,p
ASV0360,ASV1830,Undirected,469,NA,NA,1.971704,p
ASV0360,ASV1907,Undirected,470,NA,NA,1.689066,p
ASV0360,ASV1927,Undirected,471,NA,NA,1.959276,p
ASV0360,ASV1937,Undirected,472,NA,NA,1.959276,p
ASV0360,ASV1967,Undirected,473,NA,NA,1.698751,p
ASV0360,ASV1980,Undirected,474,NA,NA,1.654623,p
ASV0360,ASV2031,Undirected,475,NA,NA,1.804686,p
ASV0360,ASV2064,Undirected,476,NA,NA,1.68643,p
ASV0360,ASV2068,Undirected,477,NA,NA,1.968326,p
ASV0360,ASV2103,Undirected,478,NA,NA,1.618954,p
ASV0360,ASV2120,Undirected,479,NA,NA,1.992077,p
ASV0360,ASV2151,Undirected,480,NA,NA,1.992077,p
ASV0369,ASV1146,Undirected,481,NA,NA,1.632217,p
ASV0369,ASV1351,Undirected,482,NA,NA,1.995475,p
ASV0369,ASV2060,Undirected,483,NA,NA,1.68643,p
ASV0377,ASV0610,Undirected,484,NA,NA,1.622187,p
ASV0377,ASV1149,Undirected,485,NA,NA,1.777948,p
ASV0389,ASV0832,Undirected,488,NA,NA,1.755679,p
ASV0389,ASV0833,Undirected,489,NA,NA,1.976821,p
ASV0389,ASV0872,Undirected,490,NA,NA,1.992547,p
ASV0389,ASV1145,Undirected,491,NA,NA,1.710892,p
ASV0389,ASV1146,Undirected,492,NA,NA,1.899793,p
ASV0389,ASV1431,Undirected,493,NA,NA,1.990052,p
ASV0389,ASV1483,Undirected,494,NA,NA,1.990066,p
ASV0389,ASV1766,Undirected,495,NA,NA,1.737466,p
ASV0389,ASV1890,Undirected,496,NA,NA,1.999172,p
ASV0389,ASV2005,Undirected,497,NA,NA,1.672184,p
ASV0389,ASV2060,Undirected,498,NA,NA,1.891512,p
ASV0389,ASV2187,Undirected,499,NA,NA,1.917219,p
ASV0397,ASV0621,Undirected,503,NA,NA,2,p
ASV0397,ASV0794,Undirected,504,NA,NA,1.991736,p
ASV0397,ASV0908,Undirected,505,NA,NA,1.991736,p
ASV0397,ASV0924,Undirected,506,NA,NA,1.670217,p
ASV0397,ASV1068,Undirected,507,NA,NA,2,p
ASV0397,ASV1402,Undirected,508,NA,NA,1.991736,p
ASV0397,ASV1599,Undirected,509,NA,NA,2,p
ASV0397,ASV1932,Undirected,510,NA,NA,2,p
ASV0397,ASV1971,Undirected,511,NA,NA,2,p
ASV0397,ASV2073,Undirected,512,NA,NA,1.991736,p
ASV0397,ASV2091,Undirected,513,NA,NA,2,p
ASV0410,ASV1149,Undirected,514,NA,NA,1.710619,p
ASV0413,ASV0415,Undirected,519,NA,NA,1.983022,p
ASV0413,ASV0490,Undirected,520,NA,NA,1.766974,p
ASV0413,ASV0491,Undirected,521,NA,NA,1.962649,p
ASV0413,ASV0523,Undirected,522,NA,NA,1.998868,p
ASV0413,ASV0777,Undirected,523,NA,NA,1.995475,p
ASV0413,ASV0829,Undirected,524,NA,NA,1.994341,p
ASV0413,ASV0857,Undirected,525,NA,NA,1.968326,p
ASV0413,ASV0873,Undirected,526,NA,NA,1.995475,p
ASV0413,ASV1023,Undirected,527,NA,NA,1.968326,p
ASV0413,ASV1131,Undirected,528,NA,NA,1.618954,p
ASV0413,ASV1218,Undirected,529,NA,NA,1.814186,p
ASV0413,ASV1264,Undirected,530,NA,NA,1.793476,p
ASV0413,ASV1276,Undirected,531,NA,NA,1.611612,p
ASV0413,ASV1297,Undirected,532,NA,NA,1.998868,p
ASV0413,ASV1298,Undirected,533,NA,NA,1.998868,p
ASV0413,ASV1321,Undirected,534,NA,NA,1.964913,p
ASV0413,ASV1548,Undirected,535,NA,NA,1.954751,p
ASV0413,ASV1596,Undirected,536,NA,NA,1.679926,p
ASV0413,ASV1718,Undirected,537,NA,NA,1.976231,p
ASV0413,ASV1754,Undirected,538,NA,NA,1.789334,p
ASV0413,ASV1830,Undirected,539,NA,NA,1.998868,p
ASV0413,ASV1907,Undirected,540,NA,NA,1.687129,p
ASV0413,ASV1927,Undirected,541,NA,NA,1.995475,p
ASV0413,ASV1937,Undirected,542,NA,NA,1.977376,p
ASV0413,ASV1967,Undirected,543,NA,NA,1.706499,p
ASV0413,ASV1980,Undirected,544,NA,NA,1.766974,p
ASV0413,ASV2031,Undirected,545,NA,NA,1.823334,p
ASV0413,ASV2064,Undirected,546,NA,NA,1.709665,p
ASV0413,ASV2068,Undirected,547,NA,NA,1.963801,p
ASV0413,ASV2103,Undirected,548,NA,NA,1.600598,p
ASV0413,ASV2120,Undirected,549,NA,NA,1.985286,p
ASV0413,ASV2151,Undirected,550,NA,NA,1.980759,p
ASV0415,ASV0490,Undirected,556,NA,NA,1.720709,p
ASV0415,ASV0491,Undirected,557,NA,NA,1.989807,p
ASV0415,ASV0521,Undirected,558,NA,NA,1.64534,p
ASV0415,ASV0523,Undirected,559,NA,NA,1.978482,p
ASV0415,ASV0777,Undirected,560,NA,NA,1.976231,p
ASV0415,ASV0804,Undirected,561,NA,NA,1.619555,p
ASV0415,ASV0829,Undirected,562,NA,NA,1.971687,p
ASV0415,ASV0857,Undirected,563,NA,NA,1.985286,p
ASV0415,ASV0873,Undirected,564,NA,NA,1.994341,p
ASV0415,ASV1023,Undirected,565,NA,NA,1.958121,p
ASV0415,ASV1218,Undirected,566,NA,NA,1.823501,p
ASV0415,ASV1264,Undirected,567,NA,NA,1.817285,p
ASV0415,ASV1276,Undirected,568,NA,NA,1.618034,p
ASV0415,ASV1297,Undirected,569,NA,NA,1.989807,p
ASV0415,ASV1298,Undirected,570,NA,NA,1.980747,p
ASV0415,ASV1321,Undirected,571,NA,NA,1.98641,p
ASV0415,ASV1548,Undirected,572,NA,NA,1.973967,p
ASV0415,ASV1596,Undirected,573,NA,NA,1.704115,p
ASV0415,ASV1718,Undirected,574,NA,NA,1.980747,p
ASV0415,ASV1754,Undirected,575,NA,NA,1.806924,p
ASV0415,ASV1830,Undirected,576,NA,NA,1.978482,p
ASV0415,ASV1907,Undirected,577,NA,NA,1.687115,p
ASV0415,ASV1927,Undirected,578,NA,NA,1.994341,p
ASV0415,ASV1937,Undirected,579,NA,NA,1.998868,p
ASV0415,ASV1967,Undirected,580,NA,NA,1.687115,p
ASV0415,ASV1980,Undirected,581,NA,NA,1.720709,p
ASV0415,ASV2031,Undirected,582,NA,NA,1.805708,p
ASV0415,ASV2064,Undirected,583,NA,NA,1.692228,p
ASV0415,ASV2068,Undirected,584,NA,NA,1.992077,p
ASV0415,ASV2103,Undirected,585,NA,NA,1.601504,p
ASV0415,ASV2120,Undirected,586,NA,NA,1.962627,p
ASV0415,ASV2151,Undirected,587,NA,NA,1.978482,p
ASV0420,ASV0527,Undirected,588,NA,NA,1.617447,p
ASV0420,ASV1379,Undirected,589,NA,NA,1.603423,p
ASV0420,ASV1644,Undirected,590,NA,NA,1.608098,p
ASV0442,ASV1218,Undirected,592,NA,NA,1.754629,p
ASV0442,ASV1264,Undirected,593,NA,NA,1.775897,p
ASV0442,ASV1596,Undirected,594,NA,NA,1.966046,p
ASV0442,ASV1861,Undirected,595,NA,NA,1.833197,p
ASV0442,ASV2082,Undirected,596,NA,NA,1.890615,p
ASV0442,ASV2103,Undirected,597,NA,NA,1.822987,p
ASV0452,ASV0473,Undirected,598,NA,NA,1.637889,p
ASV0452,ASV1766,Undirected,599,NA,NA,1.835777,p
ASV0473,ASV1522,Undirected,601,NA,NA,1.61339,p
ASV0486,ASV0917,Undirected,606,NA,NA,1.991736,p
ASV0486,ASV1491,Undirected,607,NA,NA,1.663315,p
ASV0486,ASV1653,Undirected,608,NA,NA,1.670217,p
ASV0486,ASV2084,Undirected,609,NA,NA,1.670217,p
ASV0490,ASV0491,Undirected,616,NA,NA,1.632566,p
ASV0490,ASV0517,Undirected,617,NA,NA,1.670217,p
ASV0490,ASV0523,Undirected,618,NA,NA,1.741148,p
ASV0490,ASV0777,Undirected,619,NA,NA,1.772081,p
ASV0490,ASV0829,Undirected,620,NA,NA,1.746258,p
ASV0490,ASV0857,Undirected,621,NA,NA,1.698032,p
ASV0490,ASV0873,Undirected,622,NA,NA,1.75676,p
ASV0490,ASV1106,Undirected,623,NA,NA,1.670217,p
ASV0490,ASV1170,Undirected,624,NA,NA,1.663315,p
ASV0490,ASV1218,Undirected,625,NA,NA,1.608098,p
ASV0490,ASV1297,Undirected,626,NA,NA,1.762865,p
ASV0490,ASV1298,Undirected,627,NA,NA,1.770529,p
ASV0490,ASV1321,Undirected,628,NA,NA,1.667057,p
ASV0490,ASV1718,Undirected,629,NA,NA,1.61085,p
ASV0490,ASV1830,Undirected,630,NA,NA,1.741148,p
ASV0490,ASV1927,Undirected,631,NA,NA,1.75676,p
ASV0490,ASV1937,Undirected,632,NA,NA,1.687818,p
ASV0490,ASV1980,Undirected,633,NA,NA,2,p
ASV0490,ASV2068,Undirected,634,NA,NA,1.629089,p
ASV0490,ASV2120,Undirected,635,NA,NA,1.690051,p
ASV0490,ASV2151,Undirected,636,NA,NA,1.738593,p
ASV0491,ASV0521,Undirected,644,NA,NA,1.741148,p
ASV0491,ASV0523,Undirected,645,NA,NA,1.961495,p
ASV0491,ASV0777,Undirected,646,NA,NA,1.962649,p
ASV0491,ASV0804,Undirected,647,NA,NA,1.619555,p
ASV0491,ASV0829,Undirected,648,NA,NA,1.961495,p
ASV0491,ASV0857,Undirected,649,NA,NA,1.992077,p
ASV0491,ASV0873,Undirected,650,NA,NA,1.973967,p
ASV0491,ASV1023,Undirected,651,NA,NA,1.971704,p
ASV0491,ASV1218,Undirected,652,NA,NA,1.817285,p
ASV0491,ASV1264,Undirected,653,NA,NA,1.829718,p
ASV0491,ASV1276,Undirected,654,NA,NA,1.607014,p
ASV0491,ASV1297,Undirected,655,NA,NA,1.969422,p
ASV0491,ASV1298,Undirected,656,NA,NA,1.96376,p
ASV0491,ASV1321,Undirected,657,NA,NA,1.996603,p
ASV0491,ASV1548,Undirected,658,NA,NA,1.994341,p
ASV0491,ASV1596,Undirected,659,NA,NA,1.709924,p
ASV0491,ASV1718,Undirected,660,NA,NA,1.980747,p
ASV0491,ASV1754,Undirected,661,NA,NA,1.825573,p
ASV0491,ASV1830,Undirected,662,NA,NA,1.961495,p
ASV0491,ASV1907,Undirected,663,NA,NA,1.69293,p
ASV0491,ASV1927,Undirected,664,NA,NA,1.973967,p
ASV0491,ASV1937,Undirected,665,NA,NA,1.992077,p
ASV0491,ASV1967,Undirected,666,NA,NA,1.678394,p
ASV0491,ASV1980,Undirected,667,NA,NA,1.632566,p
ASV0491,ASV2031,Undirected,668,NA,NA,1.796379,p
ASV0491,ASV2064,Undirected,669,NA,NA,1.677698,p
ASV0491,ASV2068,Undirected,670,NA,NA,1.998868,p
ASV0491,ASV2103,Undirected,671,NA,NA,1.607014,p
ASV0491,ASV2120,Undirected,672,NA,NA,1.962627,p
ASV0491,ASV2151,Undirected,673,NA,NA,1.978482,p
ASV0492,ASV0508,Undirected,676,NA,NA,2,p
ASV0492,ASV0600,Undirected,677,NA,NA,1.670217,p
ASV0492,ASV0761,Undirected,678,NA,NA,1.670217,p
ASV0492,ASV0768,Undirected,679,NA,NA,2,p
ASV0492,ASV0949,Undirected,680,NA,NA,2,p
ASV0492,ASV0993,Undirected,681,NA,NA,1.991736,p
ASV0492,ASV1607,Undirected,682,NA,NA,2,p
ASV0492,ASV1612,Undirected,683,NA,NA,2,p
ASV0492,ASV1632,Undirected,684,NA,NA,1.991736,p
ASV0492,ASV1651,Undirected,685,NA,NA,2,p
ASV0492,ASV1921,Undirected,686,NA,NA,1.991736,p
ASV0492,ASV1998,Undirected,687,NA,NA,1.663315,p
ASV0492,ASV2055,Undirected,688,NA,NA,1.991736,p
ASV0492,ASV2115,Undirected,689,NA,NA,1.663315,p
ASV0493,ASV1597,Undirected,690,NA,NA,1.765094,p
ASV0493,ASV1754,Undirected,691,NA,NA,1.600948,p
ASV0497,ASV0610,Undirected,694,NA,NA,1.842159,p
ASV0497,ASV0669,Undirected,695,NA,NA,1.761855,p
ASV0497,ASV0849,Undirected,696,NA,NA,1.803409,p
ASV0497,ASV0941,Undirected,697,NA,NA,1.735029,p
ASV0497,ASV1112,Undirected,698,NA,NA,1.628315,p
ASV0497,ASV1222,Undirected,699,NA,NA,1.724691,p
ASV0497,ASV1341,Undirected,700,NA,NA,1.692616,p
ASV0497,ASV1367,Undirected,701,NA,NA,1.627845,p
ASV0497,ASV1870,Undirected,702,NA,NA,1.697129,p
ASV0497,ASV2035,Undirected,703,NA,NA,1.713679,p
ASV0503,ASV1309,Undirected,704,NA,NA,1.670217,p
ASV0503,ASV1652,Undirected,705,NA,NA,1.663315,p
ASV0508,ASV0600,Undirected,709,NA,NA,1.670217,p
ASV0508,ASV0761,Undirected,710,NA,NA,1.670217,p
ASV0508,ASV0768,Undirected,711,NA,NA,2,p
ASV0508,ASV0949,Undirected,712,NA,NA,2,p
ASV0508,ASV0993,Undirected,713,NA,NA,1.991736,p
ASV0508,ASV1607,Undirected,714,NA,NA,2,p
ASV0508,ASV1612,Undirected,715,NA,NA,2,p
ASV0508,ASV1632,Undirected,716,NA,NA,1.991736,p
ASV0508,ASV1651,Undirected,717,NA,NA,2,p
ASV0508,ASV1921,Undirected,718,NA,NA,1.991736,p
ASV0508,ASV1998,Undirected,719,NA,NA,1.663315,p
ASV0508,ASV2055,Undirected,720,NA,NA,1.991736,p
ASV0508,ASV2115,Undirected,721,NA,NA,1.663315,p
ASV0517,ASV1106,Undirected,725,NA,NA,2,p
ASV0517,ASV1170,Undirected,726,NA,NA,1.991736,p
ASV0517,ASV1980,Undirected,727,NA,NA,1.670217,p
ASV0521,ASV0777,Undirected,735,NA,NA,1.629089,p
ASV0521,ASV0829,Undirected,736,NA,NA,1.632566,p
ASV0521,ASV0834,Undirected,737,NA,NA,1.663315,p
ASV0521,ASV0857,Undirected,738,NA,NA,1.75676,p
ASV0521,ASV1023,Undirected,739,NA,NA,1.708245,p
ASV0521,ASV1264,Undirected,740,NA,NA,1.617447,p
ASV0521,ASV1298,Undirected,741,NA,NA,1.603185,p
ASV0521,ASV1304,Undirected,742,NA,NA,1.663315,p
ASV0521,ASV1321,Undirected,743,NA,NA,1.762865,p
ASV0521,ASV1327,Undirected,744,NA,NA,1.670217,p
ASV0521,ASV1548,Undirected,745,NA,NA,1.772081,p
ASV0521,ASV1557,Undirected,746,NA,NA,1.670217,p
ASV0521,ASV1718,Undirected,747,NA,NA,1.628734,p
ASV0521,ASV1754,Undirected,748,NA,NA,1.622122,p
ASV0521,ASV1803,Undirected,749,NA,NA,1.670217,p
ASV0521,ASV1937,Undirected,750,NA,NA,1.649516,p
ASV0521,ASV2068,Undirected,751,NA,NA,1.713352,p
ASV0521,ASV2120,Undirected,752,NA,NA,1.667057,p
ASV0521,ASV2151,Undirected,753,NA,NA,1.720709,p
ASV0523,ASV0777,Undirected,762,NA,NA,1.994341,p
ASV0523,ASV0829,Undirected,763,NA,NA,1.99547,p
ASV0523,ASV0857,Undirected,764,NA,NA,1.964913,p
ASV0523,ASV0873,Undirected,765,NA,NA,1.992077,p
ASV0523,ASV1023,Undirected,766,NA,NA,1.976231,p
ASV0523,ASV1131,Undirected,767,NA,NA,1.621707,p
ASV0523,ASV1218,Undirected,768,NA,NA,1.808996,p
ASV0523,ASV1264,Undirected,769,NA,NA,1.792419,p
ASV0523,ASV1276,Undirected,770,NA,NA,1.610687,p
ASV0523,ASV1297,Undirected,771,NA,NA,1.996603,p
ASV0523,ASV1298,Undirected,772,NA,NA,1.997735,p
ASV0523,ASV1321,Undirected,773,NA,NA,1.962627,p
ASV0523,ASV1548,Undirected,774,NA,NA,1.958121,p
ASV0523,ASV1596,Undirected,775,NA,NA,1.67894,p
ASV0523,ASV1718,Undirected,776,NA,NA,1.980747,p
ASV0523,ASV1754,Undirected,777,NA,NA,1.792419,p
ASV0523,ASV1830,Undirected,778,NA,NA,2,p
ASV0523,ASV1907,Undirected,779,NA,NA,1.69293,p
ASV0523,ASV1927,Undirected,780,NA,NA,1.992077,p
ASV0523,ASV1937,Undirected,781,NA,NA,1.973967,p
ASV0523,ASV1967,Undirected,782,NA,NA,1.707465,p
ASV0523,ASV1980,Undirected,783,NA,NA,1.741148,p
ASV0523,ASV2031,Undirected,784,NA,NA,1.827476,p
ASV0523,ASV2064,Undirected,785,NA,NA,1.710632,p
ASV0523,ASV2068,Undirected,786,NA,NA,1.962649,p
ASV0523,ASV2120,Undirected,787,NA,NA,1.989807,p
ASV0523,ASV2151,Undirected,788,NA,NA,1.978482,p
ASV0527,ASV1231,Undirected,791,NA,NA,1.766974,p
ASV0527,ASV1379,Undirected,792,NA,NA,1.982709,p
ASV0527,ASV1644,Undirected,793,NA,NA,1.994236,p
ASV0530,ASV0552,Undirected,796,NA,NA,1.614442,p
ASV0530,ASV0604,Undirected,797,NA,NA,1.614042,p
ASV0530,ASV0610,Undirected,798,NA,NA,1.628633,p
ASV0530,ASV0849,Undirected,799,NA,NA,1.724493,p
ASV0530,ASV0884,Undirected,800,NA,NA,1.610563,p
ASV0530,ASV0941,Undirected,801,NA,NA,1.75562,p
ASV0530,ASV1121,Undirected,802,NA,NA,1.625097,p
ASV0530,ASV1144,Undirected,803,NA,NA,1.677093,p
ASV0530,ASV1222,Undirected,804,NA,NA,1.607294,p
ASV0530,ASV1391,Undirected,805,NA,NA,1.625097,p
ASV0530,ASV1534,Undirected,806,NA,NA,1.671786,p
ASV0530,ASV1657,Undirected,807,NA,NA,1.701417,p
ASV0530,ASV1714,Undirected,808,NA,NA,1.616806,p
ASV0535,ASV0668,Undirected,810,NA,NA,1.991736,p
ASV0547,ASV1212,Undirected,811,NA,NA,2,p
ASV0547,ASV1323,Undirected,812,NA,NA,2,p
ASV0547,ASV1638,Undirected,813,NA,NA,2,p
ASV0547,ASV1953,Undirected,814,NA,NA,2,p
ASV0550,ASV0638,Undirected,816,NA,NA,1.991736,p
ASV0550,ASV1015,Undirected,817,NA,NA,2,p
ASV0550,ASV1375,Undirected,818,NA,NA,2,p
ASV0550,ASV1379,Undirected,819,NA,NA,1.663315,p
ASV0550,ASV1591,Undirected,820,NA,NA,2,p
ASV0550,ASV1644,Undirected,821,NA,NA,1.670217,p
ASV0550,ASV1871,Undirected,822,NA,NA,1.991736,p
ASV0550,ASV1981,Undirected,823,NA,NA,1.991736,p
ASV0550,ASV2157,Undirected,824,NA,NA,2,p
ASV0552,ASV0575,Undirected,826,NA,NA,1.659224,p
ASV0552,ASV0604,Undirected,827,NA,NA,1.654703,p
ASV0552,ASV0776,Undirected,828,NA,NA,1.721189,p
ASV0552,ASV0884,Undirected,829,NA,NA,1.639558,p
ASV0552,ASV1118,Undirected,830,NA,NA,1.672744,p
ASV0552,ASV1121,Undirected,831,NA,NA,1.659224,p
ASV0552,ASV1391,Undirected,832,NA,NA,1.644154,p
ASV0552,ASV1714,Undirected,833,NA,NA,1.624563,p
ASV0552,ASV1746,Undirected,834,NA,NA,1.660393,p
ASV0555,ASV0558,Undirected,836,NA,NA,1.99095,p
ASV0555,ASV0575,Undirected,837,NA,NA,1.703151,p
ASV0555,ASV0600,Undirected,838,NA,NA,1.629089,p
ASV0555,ASV0604,Undirected,839,NA,NA,1.707021,p
ASV0555,ASV0761,Undirected,840,NA,NA,1.629089,p
ASV0555,ASV0807,Undirected,841,NA,NA,1.959276,p
ASV0555,ASV0812,Undirected,842,NA,NA,1.963801,p
ASV0555,ASV0972,Undirected,843,NA,NA,1.995475,p
ASV0555,ASV1071,Undirected,844,NA,NA,1.636081,p
ASV0555,ASV1391,Undirected,845,NA,NA,1.707021,p
ASV0555,ASV1647,Undirected,846,NA,NA,1.968326,p
ASV0555,ASV1923,Undirected,847,NA,NA,1.992077,p
ASV0558,ASV0575,Undirected,850,NA,NA,1.710892,p
ASV0558,ASV0604,Undirected,851,NA,NA,1.707021,p
ASV0558,ASV0807,Undirected,852,NA,NA,1.959276,p
ASV0558,ASV0812,Undirected,853,NA,NA,1.954751,p
ASV0558,ASV0972,Undirected,854,NA,NA,1.995475,p
ASV0558,ASV1071,Undirected,855,NA,NA,1.636081,p
ASV0558,ASV1391,Undirected,856,NA,NA,1.691538,p
ASV0558,ASV1647,Undirected,857,NA,NA,1.986425,p
ASV0558,ASV1923,Undirected,858,NA,NA,1.992077,p
ASV0575,ASV0604,Undirected,864,NA,NA,1.993377,p
ASV0575,ASV0610,Undirected,865,NA,NA,1.636829,p
ASV0575,ASV0776,Undirected,866,NA,NA,1.671213,p
ASV0575,ASV0807,Undirected,867,NA,NA,1.676055,p
ASV0575,ASV0812,Undirected,868,NA,NA,1.672184,p
ASV0575,ASV0884,Undirected,869,NA,NA,1.971015,p
ASV0575,ASV0972,Undirected,870,NA,NA,1.707021,p
ASV0575,ASV1118,Undirected,871,NA,NA,1.640261,p
ASV0575,ASV1121,Undirected,872,NA,NA,1.966887,p
ASV0575,ASV1248,Undirected,873,NA,NA,1.635347,p
ASV0575,ASV1391,Undirected,874,NA,NA,1.980132,p
ASV0575,ASV1454,Undirected,875,NA,NA,1.744526,p
ASV0575,ASV1647,Undirected,876,NA,NA,1.69928,p
ASV0575,ASV1658,Undirected,877,NA,NA,1.664438,p
ASV0575,ASV1714,Undirected,878,NA,NA,1.940397,p
ASV0575,ASV1905,Undirected,879,NA,NA,1.745872,p
ASV0575,ASV1923,Undirected,880,NA,NA,1.704115,p
ASV0575,ASV2019,Undirected,881,NA,NA,1.708706,p
ASV0600,ASV0761,Undirected,888,NA,NA,2,p
ASV0600,ASV0768,Undirected,889,NA,NA,1.670217,p
ASV0600,ASV0807,Undirected,890,NA,NA,1.713352,p
ASV0600,ASV0812,Undirected,891,NA,NA,1.766974,p
ASV0600,ASV0949,Undirected,892,NA,NA,1.670217,p
ASV0600,ASV0972,Undirected,893,NA,NA,1.634196,p
ASV0600,ASV0993,Undirected,894,NA,NA,1.663315,p
ASV0600,ASV1607,Undirected,895,NA,NA,1.670217,p
ASV0600,ASV1612,Undirected,896,NA,NA,1.670217,p
ASV0600,ASV1632,Undirected,897,NA,NA,1.663315,p
ASV0600,ASV1647,Undirected,898,NA,NA,1.654623,p
ASV0600,ASV1651,Undirected,899,NA,NA,1.670217,p
ASV0600,ASV1921,Undirected,900,NA,NA,1.663315,p
ASV0600,ASV2055,Undirected,901,NA,NA,1.663315,p
ASV0604,ASV0610,Undirected,909,NA,NA,1.626298,p
ASV0604,ASV0776,Undirected,910,NA,NA,1.679718,p
ASV0604,ASV0807,Undirected,911,NA,NA,1.679926,p
ASV0604,ASV0812,Undirected,912,NA,NA,1.676055,p
ASV0604,ASV0884,Undirected,913,NA,NA,1.972671,p
ASV0604,ASV0972,Undirected,914,NA,NA,1.703151,p
ASV0604,ASV1118,Undirected,915,NA,NA,1.640261,p
ASV0604,ASV1121,Undirected,916,NA,NA,1.980132,p
ASV0604,ASV1248,Undirected,917,NA,NA,1.64089,p
ASV0604,ASV1391,Undirected,918,NA,NA,1.990066,p
ASV0604,ASV1454,Undirected,919,NA,NA,1.730968,p
ASV0604,ASV1647,Undirected,920,NA,NA,1.687667,p
ASV0604,ASV1658,Undirected,921,NA,NA,1.662984,p
ASV0604,ASV1714,Undirected,922,NA,NA,1.94702,p
ASV0604,ASV1905,Undirected,923,NA,NA,1.786639,p
ASV0604,ASV1923,Undirected,924,NA,NA,1.709924,p
ASV0604,ASV2019,Undirected,925,NA,NA,1.695157,p
ASV0606,ASV0849,Undirected,926,NA,NA,1.673979,p
ASV0606,ASV0955,Undirected,927,NA,NA,1.683571,p
ASV0610,ASV0669,Undirected,937,NA,NA,1.73276,p
ASV0610,ASV0849,Undirected,938,NA,NA,1.84701,p
ASV0610,ASV0941,Undirected,939,NA,NA,1.71366,p
ASV0610,ASV0955,Undirected,940,NA,NA,1.664615,p
ASV0610,ASV1112,Undirected,941,NA,NA,1.645677,p
ASV0610,ASV1144,Undirected,942,NA,NA,1.662205,p
ASV0610,ASV1222,Undirected,943,NA,NA,1.65224,p
ASV0610,ASV1248,Undirected,944,NA,NA,1.660425,p
ASV0610,ASV1391,Undirected,945,NA,NA,1.605236,p
ASV0610,ASV2019,Undirected,946,NA,NA,1.665527,p
ASV0614,ASV1604,Undirected,947,NA,NA,1.829059,p
ASV0615,ASV0924,Undirected,949,NA,NA,1.639303,p
ASV0621,ASV0794,Undirected,954,NA,NA,1.991736,p
ASV0621,ASV0908,Undirected,955,NA,NA,1.991736,p
ASV0621,ASV0924,Undirected,956,NA,NA,1.670217,p
ASV0621,ASV1068,Undirected,957,NA,NA,2,p
ASV0621,ASV1402,Undirected,958,NA,NA,1.991736,p
ASV0621,ASV1599,Undirected,959,NA,NA,2,p
